Sample_ID;Site;Country;Region;Stream;Vegetation;Mesh;LeafLeafLeaf;MonoMix;LeafLeaf;EA_N_Percent_corr;EA_C_Percent_corr;molar_CN;log_molar_CN;N_Loss;C_Loss;Fungal_Biom_Leaf_mgg_noRR_1;k_corr1;Delta15_N_Air;Delta13_C_VPDB;Delta_logCN_abs;ID;Group
TI1A207;TI1A;Switzerland;South;TI1;non-forested;Coarse;Alder;Mono;AlderMono;3.34;46.14;16.11011464;2.779447313;8.098348455;43.75731881;159.7114131;0.004102379;-1.48;-29.75;-0.492438687;TI1A207AlderMono;Mononon-forestedCoarse
NA;AC5A;Brazil;Two;AC5;non-forested;Fine;Miconia;Mono;MiconiaMono;1.91;46.3;28.26930498;3.341776586;-23.30371867;2.6265099;10.64323318;0.000261691;0.97;-29.62;-0.230225414;NAMiconiaMono;Mononon-forestedFine
NA;AC5A;Brazil;Two;AC5;non-forested;Fine;Miconia;Mono;MiconiaMono;1.87;42.62;26.5790434;3.280123063;-8.663641686;19.318673;21.82730992;0.00037702;0.78;-29.91;-0.291878937;NAMiconiaMono;Mononon-forestedFine
NA;AC5A;Brazil;Two;AC5;non-forested;Fine;Miconia;Mono;MiconiaMono;1.87;47.22;29.44773415;3.382616968;-16.4143898;4.23474257;18.19360669;0.000301508;1.57;-29.24;-0.189385032;NAMiconiaMono;Mononon-forestedFine
NA;AC5A;Brazil;Two;AC5;non-forested;Fine;Miconia;Mono;MiconiaMono;1.88;46.93;29.111207;3.37112322;-9.010665613;11.35002152;18.06126553;0.000379371;1.07;-29.92;-0.20087878;NAMiconiaMono;Mononon-forestedFine
NA;AC5A;Brazil;Two;AC5;non-forested;Fine;Inga;Mono;IngaMono;1.84;50.01;31.69615186;3.456195281;-37.692225;-22.41272151;17.61716657;0.000223293;5.51;-31.03;-0.296988719;NAIngaMono;Mononon-forestedFine
NA;AC5A;Brazil;Two;AC5;non-forested;Fine;Inga;Mono;IngaMono;1.74;45.71;30.63581798;3.422169847;-31.92846221;-13.36489164;17.55801231;0.000208915;5.46;-31.65;-0.331014153;NAIngaMono;Mononon-forestedFine
NA;AC5A;Brazil;Two;AC5;non-forested;Fine;Inga;Mono;IngaMono;1.82;49.57;31.76252635;3.458287178;-39.65551105;-24.41814251;28.44507327;0.000195798;4.64;-31.66;-0.294896822;NAIngaMono;Mononon-forestedFine
NA;AC5A;Brazil;Two;AC5;non-forested;Fine;Inga;Mono;IngaMono;1.54;45.18;34.2131462;3.532609962;-13.90133009;-9.303081373;22.33276139;0.000236122;4.72;-31.74;-0.220574038;NAIngaMono;Mononon-forestedFine
NA;AC5A;Brazil;Two;AC5;non-forested;Fine;Inga;Mix;IngaMix;1.72;48.69;33.01253199;3.496887247;-26.80254965;-17.41333333;19.08085421;0.000239676;4.94;-31.25;-0.256296753;NAIngaMix;Mixnon-forestedFine
NA;AC5A;Brazil;Two;AC5;non-forested;Fine;Miconia;Mix;MiconiaMix;1.91;43.14;26.33990965;3.271085266;-10.03657252;19.03435761;34.9398719;0.000386456;0.67;-30.34;-0.300916734;NAMiconiaMix;Mixnon-forestedFine
NA;AC5A;Brazil;Two;AC5;non-forested;Fine;Inga;Mix;IngaMix;1.57;43.07;31.99209839;3.465488947;-19.98833028;-7.66940999;27.90063865;0.000200208;5.44;-31.95;-0.287695053;NAIngaMix;Mixnon-forestedFine
NA;AC5A;Brazil;Two;AC5;non-forested;Fine;Miconia;Mix;MiconiaMix;1.88;47.48;29.45237819;3.38277466;4.883254795;21.74235404;35.07102616;0.000528798;1.94;-30.11;-0.18922734;NAMiconiaMix;Mixnon-forestedFine
NA;AC5A;Brazil;Two;AC5;non-forested;Fine;Inga;Mix;IngaMix;1.64;44.92;31.94209574;3.463924755;-24.56048045;-11.59745184;18.88049401;0.000207029;4.71;-31.56;-0.289259245;NAIngaMix;Mixnon-forestedFine
NA;AC5A;Brazil;Two;AC5;non-forested;Fine;Miconia;Mix;MiconiaMix;1.68;47.32;32.84754844;3.491877113;-0.196985722;8.059460252;28.96362749;0.000348496;0.96;-29.8;-0.080124887;NAMiconiaMix;Mixnon-forestedFine
NA;AC5A;Brazil;Two;AC5;non-forested;Fine;Inga;Mix;IngaMix;1.73;50.79;34.23730858;3.533315944;-32.52436127;-27.2641067;19.99253386;0.000197658;4.37;-31.82;-0.219868056;NAIngaMix;Mixnon-forestedFine
NA;AC5A;Brazil;Two;AC5;non-forested;Fine;Miconia;Mix;MiconiaMix;1.66;48.07;33.77019291;3.519578547;-1.366163416;4.374001815;29.22485863;0.000322656;1.71;-29.66;-0.052423453;NAMiconiaMix;Mixnon-forestedFine
NA;AC5F;Brazil;Two;AC5;forested;Fine;Miconia;Mono;MiconiaMono;2.1;41.12;22.83501592;3.128295144;-0.042210661;36.18334607;21.48698115;0.000595087;1.27;-29.95;-0.443706856;NAMiconiaMono;MonoforestedFine
NA;AC5F;Brazil;Two;AC5;forested;Fine;Miconia;Mono;MiconiaMono;1.46;43.73;34.92964156;3.553335797;4.980327869;7.283487538;15.78991482;0.000252955;1.03;-29.28;-0.018666203;NAMiconiaMono;MonoforestedFine
NA;AC5F;Brazil;Two;AC5;forested;Fine;Miconia;Mono;MiconiaMono;1.67;46.06;32.16436412;3.470859135;-2.753739856;7.674421369;19.98853145;0.000314514;1.43;-29.98;-0.101142865;NAMiconiaMono;MonoforestedFine
NA;AC5F;Brazil;Two;AC5;forested;Fine;Miconia;Mono;MiconiaMono;1.64;44.34;31.5296644;3.45092883;8.821749716;19.69177396;14.72551147;0.0004257;0.84;-29.52;-0.12107317;NAMiconiaMono;MonoforestedFine
NA;AC5F;Brazil;Two;AC5;forested;Fine;Inga;Mono;IngaMono;1.72;45.87;31.10053076;3.437224885;-30.18817331;-13.56641871;22.79716697;0.000210916;5.14;-31.38;-0.315959115;NAIngaMono;MonoforestedFine
NA;AC5F;Brazil;Two;AC5;forested;Fine;Inga;Mono;IngaMono;1.9;53.98;33.13193394;3.500497589;-45.51713953;-35.22952806;19.1547311;0.000197994;5.44;-31.25;-0.252686411;NAIngaMono;MonoforestedFine
NA;AC5F;Brazil;Two;AC5;forested;Fine;Inga;Mono;IngaMono;1.63;46.87;33.53318899;3.512535665;-23.46427523;-16.1252774;26.54221254;0.000210132;5.97;-31.67;-0.240648335;NAIngaMono;MonoforestedFine
NA;AC5F;Brazil;Two;AC5;forested;Fine;Inga;Mono;IngaMono;1.45;42.22;33.95609455;3.525068353;-10.62484009;-5.361267522;22.42553943;0.000202226;5.19;-31.89;-0.228115647;NAIngaMono;MonoforestedFine
NA;AC5F;Brazil;Two;AC5;forested;Fine;Inga;Mix;IngaMix;1.52;42.22;32.39232704;3.477921575;-15.64829358;-5.073203668;16.6033307;0.000205228;5.29;-31.31;-0.275262425;NAIngaMix;MixforestedFine
NA;AC5F;Brazil;Two;AC5;forested;Fine;Miconia;Mix;MiconiaMix;1.5;45.89;35.67749107;3.574519988;-2.078688525;-1.736974565;29.65386935;0.000204012;0.74;-30.75;0.002517988;NAMiconiaMix;MixforestedFine
NA;AC5F;Brazil;Two;AC5;forested;Fine;Inga;Mix;IngaMix;1.49;43.9;34.35941487;3.536876068;-13.96233704;-9.82917026;21.71844505;0.000199473;5.66;-32.11;-0.216307932;NAIngaMix;MixforestedFine
NA;AC5F;Brazil;Two;AC5;forested;Fine;Miconia;Mix;MiconiaMix;1.62;45.82;32.98432324;3.496032395;2.54504918;10.20318869;28.76343594;0.00033924;1.94;-29.51;-0.075969605;NAMiconiaMix;MixforestedFine
NA;AC5F;Brazil;Two;AC5;forested;Fine;Inga;Mix;IngaMix;1.42;43.91;36.06140141;3.58522308;-7.562703315;-8.796495247;23.47309542;0.000210082;5.47;-31.77;-0.16796092;NAIngaMix;MixforestedFine
NA;AC5F;Brazil;Two;AC5;forested;Fine;Miconia;Mix;MiconiaMix;2.04;45.27;25.8790205;3.253432621;-15.9389394;16.1840661;30.83294374;0.000401582;1.65;-29.32;-0.318569379;NAMiconiaMix;MixforestedFine
NA;AC5F;Brazil;Two;AC5;forested;Fine;Inga;Mix;IngaMix;1.57;46.24;34.34675249;3.536507472;-18.80381951;-14.45286812;14.22606458;0.0002112;5.58;-31.33;-0.216676528;NAIngaMix;MixforestedFine
NA;AC5F;Brazil;Two;AC5;forested;Fine;Miconia;Mix;MiconiaMix;1.82;47.57;30.48100421;3.417103677;-15.39859485;1.739442865;26.31462687;0.000281568;0.88;-29.97;-0.154898323;NAMiconiaMix;MixforestedFine
NA;AC6A;Brazil;Two;AC6;non-forested;Fine;Miconia;Mono;MiconiaMono;2.02;44.08;25.44823836;3.236646521;-4.084346381;26.00666982;28.86155107;0.000636272;1.1;-29.87;-0.335355479;NAMiconiaMono;Mononon-forestedFine
NA;AC6A;Brazil;Two;AC6;non-forested;Fine;Miconia;Mono;MiconiaMono;1.91;47.69;29.1179947;3.371356358;-4.842940243;14.7194318;32.06912487;0.00054957;1.32;-29.7;-0.200645642;NAMiconiaMono;Mononon-forestedFine
NA;AC6A;Brazil;Two;AC6;non-forested;Fine;Miconia;Mono;MiconiaMono;2.45;50.41;23.99485449;3.177839411;-40.36047505;5.916734959;30.28145238;0.000490954;0.76;-29.86;-0.394162589;NAMiconiaMono;Mononon-forestedFine
NA;AC6A;Brazil;Two;AC6;non-forested;Fine;Miconia;Mono;MiconiaMono;2.16;47.19;25.47790616;3.237811651;-17.22556464;16.56745379;40.63629397;0.000565152;1.42;-29.91;-0.334190349;NAMiconiaMono;Mononon-forestedFine
NA;AC6A;Brazil;Two;AC6;non-forested;Fine;Inga;Mono;IngaMono;1.55;45.22;34.02251133;3.527022403;-21.38224479;-15.83295314;38.67523738;0.000216976;5.09;-31.06;-0.226161597;NAIngaMono;Mononon-forestedFine
NA;AC6A;Brazil;Two;AC6;non-forested;Fine;Inga;Mono;IngaMono;1.29;39.72;35.90765443;3.580950488;-3.180196645;-3.918766898;22.58541165;0.000187994;5.39;-31.94;-0.172233512;NAIngaMono;Mononon-forestedFine
NA;AC6A;Brazil;Two;AC6;non-forested;Fine;Inga;Mono;IngaMono;1.46;45.24;36.13576456;3.587283083;-15.63117082;-17.19869276;18.62889558;0.000201516;4.86;-31.24;-0.165900917;NAIngaMono;Mononon-forestedFine
NA;AC6A;Brazil;Two;AC6;non-forested;Fine;Inga;Mono;IngaMono;1.65;51.12;36.13053633;3.58713839;-29.90687521;-31.64887168;22.95950196;0.000209639;5.51;-32.18;-0.16604561;NAIngaMono;Mononon-forestedFine
NA;AC6A;Brazil;Two;AC6;non-forested;Fine;Inga;Mix;IngaMix;1.25;41.26;38.49343948;3.650487824;-1.013761468;-9.063105038;27.80296874;0.000173906;5.19;-31.26;-0.102696176;NAIngaMix;Mixnon-forestedFine
NA;AC6A;Brazil;Two;AC6;non-forested;Fine;Miconia;Mix;MiconiaMix;2;44.6;26.00592888;3.258324546;4.340983607;30.50593564;45.61851238;0.000738331;1.34;-29.1;-0.313677454;NAMiconiaMix;Mixnon-forestedFine
NA;AC6A;Brazil;Two;AC6;non-forested;Fine;Inga;Mix;IngaMix;1.51;47.37;36.58423221;3.599617334;-17.69253463;-20.76844026;31.87769331;0.000223451;4.9;-31.49;-0.153566666;NAIngaMix;Mixnon-forestedFine
NA;AC6A;Brazil;Two;AC6;non-forested;Fine;Miconia;Mix;MiconiaMix;2.23;48.49;25.35799013;3.233093873;16.74352195;41.023052;41.07850408;0.001077864;1.53;-29.86;-0.338908127;NAMiconiaMix;Mixnon-forestedFine
NA;AC6A;Brazil;Two;AC6;non-forested;Fine;Inga;Mix;IngaMix;1.42;44.13;36.24207799;3.590220819;-11.49388379;-13.33778767;18.12955151;0.000213381;5.9;-31.64;-0.162963181;NAIngaMix;Mixnon-forestedFine
NA;AC6A;Brazil;Two;AC6;non-forested;Fine;Miconia;Mix;MiconiaMix;2.13;44.65;24.4460878;3.196470195;-19.04911342;18.70104498;27.47693247;0.000524825;1.62;-29.14;-0.375531805;NAMiconiaMix;Mixnon-forestedFine
NA;AC6A;Brazil;Two;AC6;non-forested;Fine;Inga;Mix;IngaMix;1.64;45.88;32.6247407;3.485070918;-30.07839867;-19.03175779;23.530606;0.000199498;5.15;-32.16;-0.268113082;NAIngaMix;Mixnon-forestedFine
NA;AC6A;Brazil;Two;AC6;non-forested;Fine;Miconia;Mix;MiconiaMix;1.63;46.53;33.28993565;3.505255118;-1.540983607;5.571356207;29.59034659;0.000376154;0.37;-29.35;-0.066746882;NAMiconiaMix;Mixnon-forestedFine
NA;AC7A;Brazil;Two;AC7;non-forested;Fine;Miconia;Mono;MiconiaMono;1.64;37.96;26.99291973;3.295574599;6.160356492;29.24035537;6.425590629;0.000359721;1.41;-30.26;-0.276427401;NAMiconiaMono;Mononon-forestedFine
NA;AC7A;Brazil;Two;AC7;non-forested;Fine;Miconia;Mono;MiconiaMono;1.66;41.8;29.36538514;3.379816605;5.443856517;22.43337721;12.99687728;0.00036424;1.73;-30.29;-0.192185395;NAMiconiaMono;Mononon-forestedFine
NA;AC7A;Brazil;Two;AC7;non-forested;Fine;Miconia;Mono;MiconiaMono;1.78;42.95;28.13913048;3.337161152;-1.651550073;20.09497172;10.0992327;0.000361677;2.6;-29.87;-0.234840848;NAMiconiaMono;Mononon-forestedFine
NA;AC7A;Brazil;Two;AC7;non-forested;Fine;Miconia;Mono;MiconiaMono;1.64;42.85;30.47014253;3.416747271;7.168399439;20.98314232;11.57883138;0.00037053;2.05;-29.16;-0.155254729;NAMiconiaMono;Mononon-forestedFine
NA;AC7A;Brazil;Two;AC7;non-forested;Fine;Inga;Mono;IngaMono;1.72;46.75;31.69718363;3.456227832;-31.25187824;-16.6908489;15.32845792;0.000184349;5.65;-31.52;-0.296956168;NAIngaMono;Mononon-forestedFine
NA;AC7A;Brazil;Two;AC7;non-forested;Fine;Inga;Mono;IngaMono;1.49;43.93;34.38289511;3.537559205;-15.47910092;-11.36697743;11.07275787;0.000168817;5.13;-31.53;-0.215624795;NAIngaMono;Mononon-forestedFine
NA;AC7A;Brazil;Two;AC7;non-forested;Fine;Inga;Mono;IngaMono;1.58;43.29;31.95199697;3.464234682;-19.38583078;-6.994484045;20.46587194;0.000194215;5.4;-31.42;-0.288949318;NAIngaMono;Mononon-forestedFine
NA;AC7A;Brazil;Two;AC7;non-forested;Fine;Inga;Mono;IngaMono;1.47;44.76;35.50914788;3.56979035;-9.77636006;-9.335116879;19.85657206;0.000205978;5.48;-31.64;-0.18339365;NAIngaMono;Mononon-forestedFine
NA;AC7A;Brazil;Two;AC7;non-forested;Fine;Inga;Mix;IngaMix;1.39;44.16;37.04945057;3.612253522;-8.374333684;-12.62085206;8.716356266;0.000162838;5.53;-31.8;-0.140930478;NAIngaMix;Mixnon-forestedFine
NA;AC7A;Brazil;Two;AC7;non-forested;Fine;Miconia;Mix;MiconiaMix;1.88;41.81;25.9352134;3.255601636;-3.13495082;25.27857903;11.44780365;0.00040188;2.05;-29.26;-0.316400364;NAMiconiaMix;Mixnon-forestedFine
NA;AC7A;Brazil;Two;AC7;non-forested;Fine;Inga;Mix;IngaMix;1.81;51.78;33.36191555;3.507414996;-37.0151813;-28.21246942;9.415931024;0.000192384;5.53;-31.85;-0.245769004;NAIngaMix;Mixnon-forestedFine
NA;AC7A;Brazil;Two;AC7;non-forested;Fine;Miconia;Mix;MiconiaMix;1.78;41.66;27.29397383;3.306665939;-1.318019828;22.74921616;12.1610381;0.000364966;2.24;-29.78;-0.265336061;NAMiconiaMix;Mixnon-forestedFine
NA;AC7A;Brazil;Two;AC7;non-forested;Fine;Inga;Mix;IngaMix;1.46;45.43;36.28752838;3.591474111;-14.06332074;-16.09512838;9.736233377;0.000160806;5.52;-31.65;-0.161709889;NAIngaMix;Mixnon-forestedFine
NA;AC7A;Brazil;Two;AC7;non-forested;Fine;Miconia;Mix;MiconiaMix;1.81;44.23;28.49744158;3.349814314;-9.179424293;13.08472621;14.78781618;0.000306904;1.28;-30.84;-0.222187686;NAMiconiaMix;Mixnon-forestedFine
NA;AC7A;Brazil;Two;AC7;non-forested;Fine;Inga;Mix;IngaMix;1.68;49.89;34.63153405;3.544764656;-23.57474366;-20.03614638;21.31785618;0.00022112;5.59;-31.9;-0.208419344;NAIngaMix;Mixnon-forestedFine
NA;AC7A;Brazil;Two;AC7;non-forested;Fine;Miconia;Mix;MiconiaMix;1.66;43.01;30.21543576;3.408352912;17.89430196;30.69707092;33.40766455;0.000505541;2.12;-29.05;-0.163649088;NAMiconiaMix;Mixnon-forestedFine
NA;AC7F;Brazil;Two;AC7;forested;Fine;Miconia;Mono;MiconiaMono;1.41;32.03;26.49142582;3.276821127;30.7430499;48.74713743;17.95430304;0.000510077;0.97;-30.64;-0.295180873;NAMiconiaMono;MonoforestedFine
NA;AC7F;Brazil;Two;AC7;forested;Fine;Miconia;Mono;MiconiaMono;1.73;41.85;28.21089514;3.339708256;24.42568635;40.44194465;15.8095449;0.000626856;1.57;-29.6;-0.232293744;NAMiconiaMono;MonoforestedFine
NA;AC7F;Brazil;Two;AC7;forested;Fine;Miconia;Mono;MiconiaMono;1.65;40.53;28.645748;3.35500502;22.41241078;37.91283132;29.95945611;0.000553508;1.25;-29.21;-0.21699698;NAMiconiaMono;MonoforestedFine
NA;AC7F;Brazil;Two;AC7;forested;Fine;Miconia;Mono;MiconiaMono;1.76;39.37;26.08676671;3.261428163;16.94943986;39.47814217;22.30846819;0.000550018;1.44;-29.59;-0.310573837;NAMiconiaMono;MonoforestedFine
NA;AC7F;Brazil;Two;AC7;forested;Fine;Inga;Mono;IngaMono;1.67;49.41;34.50371757;3.541067074;-22.97963525;-19.01718863;21.70085748;0.000218935;6.05;-31.42;-0.212116926;NAIngaMono;MonoforestedFine
NA;AC7F;Brazil;Two;AC7;forested;Fine;Inga;Mono;IngaMono;1.58;44.94;33.16984855;3.501641287;-16.11985321;-8.034026611;16.42534802;0.000220925;5.95;-31.38;-0.251542713;NAIngaMono;MonoforestedFine
NA;AC7F;Brazil;Two;AC7;forested;Fine;Inga;Mono;IngaMono;1.27;39.35;36.13337458;3.587216942;1.148982053;-0.18443786;5.999745138;0.000163751;5.47;-31.64;-0.165967058;NAIngaMono;MonoforestedFine
NA;AC7F;Brazil;Two;AC7;forested;Fine;Inga;Mono;IngaMono;1.7;50.59;34.70429813;3.546863545;-22.71816514;-19.45455511;22.00715933;0.00023879;5.94;-31.54;-0.206320455;NAIngaMono;MonoforestedFine
NA;AC7F;Brazil;Two;AC7;forested;Fine;Inga;Mix;IngaMix;1.51;44.75;34.56078512;3.542719661;-11.47986748;-8.066389057;15.95465178;0.000216406;6.04;-31;-0.210464339;NAIngaMix;MixforestedFine
NA;AC7F;Brazil;Two;AC7;forested;Fine;Miconia;Mix;MiconiaMix;1.82;45.14;28.9239548;3.364670138;4.260294307;22.64307586;26.52263383;0.000441783;3.11;-29.45;-0.207331862;NAMiconiaMix;MixforestedFine
NA;AC7F;Brazil;Two;AC7;forested;Fine;Inga;Mix;IngaMix;1.32;45.46;40.16270984;3.692938949;3.167321975;-9.082616646;11.22262113;0.000222763;5.09;-31.3;-0.060245051;NAIngaMix;MixforestedFine
NA;AC7F;Brazil;Two;AC7;forested;Fine;Miconia;Mix;MiconiaMix;1.9;46.59;28.59608748;3.353269907;-10.94778624;11.37123682;14.57193235;0.000337784;1.62;-30.01;-0.218732093;NAMiconiaMix;MixforestedFine
NA;AC7F;Brazil;Two;AC7;forested;Fine;Inga;Mix;IngaMix;1.44;44;35.63343519;3.573284388;-7.07787156;-7.020756929;12.61756595;0.000209255;6.05;-31.86;-0.179899612;NAIngaMix;MixforestedFine
NA;AC7F;Brazil;Two;AC7;forested;Fine;Miconia;Mix;MiconiaMix;1.77;42.96;28.30469724;3.343027771;31.93482445;46.18133589;20.7521267;0.000753865;1.93;-30.49;-0.228974229;NAMiconiaMix;MixforestedFine
NA;AC7F;Brazil;Two;AC7;forested;Fine;Inga;Mix;IngaMix;1.56;44.43;33.21385018;3.502966963;-12.5066873;-4.811311706;17.73671183;0.000239722;5.26;-30.88;-0.250217037;NAIngaMix;MixforestedFine
NA;AC7F;Brazil;Two;AC7;forested;Fine;Miconia;Mix;MiconiaMix;1.63;43.84;31.36537242;3.445704495;18.90343941;28.94374493;19.97592821;0.000497301;2.41;-30.62;-0.126297505;NAMiconiaMix;MixforestedFine
NA;AC8A;Brazil;Two;AC8;non-forested;Fine;Miconia;Mono;MiconiaMono;1.3;38.11;34.18716625;3.531850318;39.31354512;42.04321279;13.88712197;0.000638485;2.24;-30.06;-0.040151682;NAMiconiaMono;Mononon-forestedFine
NA;AC8A;Brazil;Two;AC8;non-forested;Fine;Miconia;Mono;MiconiaMono;1.5;42.58;33.10410917;3.499657419;19.85265418;25.88254797;12.04130207;0.000485323;2.02;-29.63;-0.072344581;NAMiconiaMono;Mononon-forestedFine
NA;AC8A;Brazil;Two;AC8;non-forested;Fine;Miconia;Mono;MiconiaMono;1.41;43.3;35.81263621;3.578300798;20.23578964;20.20167195;22.1468023;0.000420582;2.17;-29.91;0.006298798;NAMiconiaMono;Mononon-forestedFine
NA;AC8A;Brazil;Two;AC8;non-forested;Fine;Miconia;Mono;MiconiaMono;1.75;42.37;28.2350085;3.340562644;15.77336066;33.56654703;25.42835741;0.000603849;1.77;-29.54;-0.231439356;NAMiconiaMono;Mononon-forestedFine
NA;AC8A;Brazil;Two;AC8;non-forested;Fine;Inga;Mono;IngaMono;1.43;43.69;35.62981068;3.573182666;-14.9091834;-14.83620967;20.88049123;0.000150303;6.22;-31.27;-0.180001334;NAIngaMono;Mononon-forestedFine
NA;AC8A;Brazil;Two;AC8;non-forested;Fine;Inga;Mono;IngaMono;1.52;45.85;35.17736132;3.560402731;-15.97090537;-14.42552237;28.90263579;0.000209096;6.11;-31.68;-0.192781269;NAIngaMono;Mononon-forestedFine
NA;AC8A;Brazil;Two;AC8;non-forested;Fine;Inga;Mono;IngaMono;1.34;39.88;34.70706257;3.546943199;-5.630964224;-2.829967707;33.2096525;0.000172063;5.57;-31.95;-0.206240801;NAIngaMono;Mononon-forestedFine
NA;AC8A;Brazil;Two;AC8;non-forested;Fine;Inga;Mono;IngaMono;1.58;44.81;33.07389661;3.498744349;-24.76101372;-15.73770219;28.9472764;0.000170142;6.19;-31.52;-0.254439651;NAIngaMono;Mononon-forestedFine
NA;AC8A;Brazil;Two;AC8;non-forested;Fine;Inga;Mix;IngaMix;1.51;46.92;36.23669358;3.59007224;-18.53602105;-20.47848707;17.45132065;0.000176797;5.78;-31.24;-0.16311176;NAIngaMix;Mixnon-forestedFine
NA;AC8A;Brazil;Two;AC8;non-forested;Fine;Miconia;Mix;MiconiaMix;1.47;47.21;37.4527898;3.623081201;37.41956967;34.52550627;35.0868126;0.000743016;2.56;-29.84;0.051079201;NAMiconiaMix;Mixnon-forestedFine
NA;AC8A;Brazil;Two;AC8;non-forested;Fine;Inga;Mix;IngaMix;1.34;43.48;37.84009731;3.633369316;-4.68005947;-11.10325987;18.20155525;0.000182319;5.7;-31.46;-0.119814684;NAIngaMix;Mixnon-forestedFine
NA;AC8A;Brazil;Two;AC8;non-forested;Fine;Miconia;Mix;MiconiaMix;2.11;45.03;24.88782814;3.214378854;7.850709519;35.93387962;33.19349869;0.000714059;2.37;-29.15;-0.357623146;NAMiconiaMix;Mixnon-forestedFine
NA;AC8A;Brazil;Two;AC8;non-forested;Fine;Inga;Mix;IngaMix;1.43;47.31;38.58197169;3.652785113;-5.026439356;-13.6563374;10.16907939;0.000252297;6.09;-31.75;-0.100398887;NAIngaMix;Mixnon-forestedFine
NA;AC8A;Brazil;Two;AC8;non-forested;Fine;Miconia;Mix;MiconiaMix;1.95;48.95;29.27423752;3.376707864;21.42459016;35.74281768;27.48107977;0.00080535;1.97;-28.95;-0.195294136;NAMiconiaMix;Mixnon-forestedFine
NA;AC8A;Brazil;Two;AC8;non-forested;Fine;Inga;Mix;IngaMix;1.41;46.32;38.31042285;3.645721996;-12.01878036;-20.37003364;17.16053293;0.000163222;5.83;-31.91;-0.107462004;NAIngaMix;Mixnon-forestedFine
NA;AC8A;Brazil;Two;AC8;non-forested;Fine;Miconia;Mix;MiconiaMix;1.55;45.44;34.18803438;3.531875711;26.45596271;29.76217899;31.34864784;0.000620029;2.24;-29.62;-0.040126289;NAMiconiaMix;Mixnon-forestedFine
NA;AC8F;Brazil;Two;AC8;forested;Fine;Miconia;Mono;MiconiaMono;1.69;51.3;35.39958478;3.566700091;1.825207793;2.91601614;33.0214655;0.000399743;1.88;-29.43;-0.005301909;NAMiconiaMono;MonoforestedFine
NA;AC8F;Brazil;Two;AC8;forested;Fine;Miconia;Mono;MiconiaMono;1.37;44.05;37.49668316;3.62425248;26.35888654;22.86302028;31.15563037;0.000489872;1.7;-29.74;0.05225048;NAMiconiaMono;MonoforestedFine
NA;AC8F;Brazil;Two;AC8;forested;Fine;Miconia;Mono;MiconiaMono;1.56;43.81;32.75036634;3.488914148;20.03238541;26.83898293;23.72320569;0.000544971;1.84;-30.26;-0.083087852;NAMiconiaMono;MonoforestedFine
NA;AC8F;Brazil;Two;AC8;forested;Fine;Miconia;Mono;MiconiaMono;1.57;42.59;31.63555771;3.454281732;15.44725517;25.27728618;25.19746922;0.000487658;0.74;-31.27;-0.117720268;NAMiconiaMono;MonoforestedFine
NA;AC8F;Brazil;Two;AC8;forested;Fine;Inga;Mono;IngaMono;1.32;38.99;34.44663565;3.539411334;-3.000784285;0.482847825;23.59007848;0.000187957;6.4;-31.54;-0.213772666;NAIngaMono;MonoforestedFine
NA;AC8F;Brazil;Two;AC8;forested;Fine;Inga;Mono;IngaMono;1.35;44.22;38.19904252;3.64281045;-7.744832541;-15.44085223;22.11236046;0.000161769;6.32;-31.4;-0.11037355;NAIngaMono;MonoforestedFine
NA;AC8F;Brazil;Two;AC8;forested;Fine;Inga;Mono;IngaMono;1.41;42.29;34.97728373;3.554698815;-12.02333266;-9.901891014;13.03390712;0.000167044;6.36;-31.36;-0.198485185;NAIngaMono;MonoforestedFine
NA;AC8F;Brazil;Two;AC8;forested;Fine;Inga;Mono;IngaMono;1.36;43.38;37.19787638;3.616251673;-7.664909625;-12.33185314;39.50672131;0.000171199;6.23;-31.56;-0.136932327;NAIngaMono;MonoforestedFine
NA;AC8F;Brazil;Two;AC8;forested;Fine;Inga;Mix;IngaMix;1.39;46.22;38.77775375;3.657846725;-5.478950873;-14.72525889;27.14699348;0.000220347;6.65;-31.01;-0.095337275;NAIngaMix;MixforestedFine
NA;AC8F;Brazil;Two;AC8;forested;Fine;Miconia;Mix;MiconiaMix;1.38;42.87;36.22779525;3.589826649;24.10452459;23.19186483;53.49524924;0.000463306;2.37;-30.25;0.017824649;NAMiconiaMix;MixforestedFine
NA;AC8F;Brazil;Two;AC8;forested;Fine;Inga;Mix;IngaMix;1.42;49.96;41.03000716;3.714303681;-7.151376147;-23.31330632;21.0554299;0.000226874;6.22;-30.89;-0.038880319;NAIngaMix;MixforestedFine
NA;AC8F;Brazil;Two;AC8;forested;Fine;Miconia;Mix;MiconiaMix;1.58;44.04;32.50556587;3.481411332;15.30996116;23.09767085;36.42008043;0.000493145;0.68;-29.89;-0.090590668;NAMiconiaMix;MixforestedFine
NA;AC8F;Brazil;Two;AC8;forested;Fine;Inga;Mix;IngaMix;1.34;45.22;39.35439743;3.67260772;-4.480719325;-15.32939601;11.55399596;0.000188854;6.26;-31.43;-0.08057628;NAIngaMix;MixforestedFine
NA;AC8F;Brazil;Two;AC8;forested;Fine;Miconia;Mix;MiconiaMix;1.45;45.89;36.90774938;3.608421539;18.50450016;15.97652839;19.64652993;0.0004381;1.2;-31.16;0.036419539;NAMiconiaMix;MixforestedFine
