Sample_ID;Site;Country;Region;Stream;Vegetation;Mesh;LeafLeafLeaf;MonoMix;LeafLeaf;EA_N_Percent_corr;EA_C_Percent_corr;molar_CN;log_molar_CN;N_Loss;C_Loss;Fungal_Biom_Leaf_mgg_noRR_1;k_corr1;Delta15_N_Air;Delta13_C_VPDB;Delta_logCN_abs;ID;Group
NA;AC8F;Brazil;Two;AC8;forested;Coarse;Inga;Mono;IngaMono;1.58;45.87;33.85627399;3.522124329;-17.36365801;-11.45085239;21.59647482;0.000245141;6.19;-31.66;-0.231059671;NAIngaMono;MonoforestedCoarse
NA;AC8F;Brazil;Two;AC8;forested;Coarse;Inga;Mono;IngaMono;1.52;45.2;34.67866372;3.546124619;-21.93223437;-18.60185537;18.13914822;0.000155854;5.67;-32.3;-0.207059381;NAIngaMono;MonoforestedCoarse
NA;AC8F;Brazil;Two;AC8;forested;Coarse;Inga;Mono;IngaMono;1.59;46.85;34.36212223;3.53695486;-28.83084404;-24.16821188;22.22213736;0.000144231;6.45;-31.72;-0.21622914;NAIngaMono;MonoforestedCoarse
NA;AC8F;Brazil;Two;AC8;forested;Coarse;Inga;Mix;IngaMix;1.54;48.28;36.56066176;3.598972847;-21.168467;-24.25510993;17.67886599;0.000178327;6.12;-31.56;-0.154211153;NAIngaMix;MixforestedCoarse
NA;AC8F;Brazil;Two;AC8;forested;Coarse;Miconia;Mix;MiconiaMix;1.54;46.26;35.03099033;3.556233108;18.96766849;20.70237492;29.83908358;0.000514633;1.53;-29.23;-0.015768892;NAMiconiaMix;MixforestedCoarse
NA;AC8F;Brazil;Two;AC8;forested;Coarse;Inga;Mix;IngaMix;1.41;44.99;37.21040423;3.616588406;-9.299546811;-14.07575341;24.18946913;0.000195623;5.59;-31.34;-0.136595594;NAIngaMix;MixforestedCoarse
NA;AC8F;Brazil;Two;AC8;forested;Coarse;Miconia;Mix;MiconiaMix;2.14;47.43;25.84680455;3.252186978;3.106947697;30.04014082;29.35696776;0.000689095;2;-28.77;-0.319815022;NAMiconiaMix;MixforestedCoarse
NA;AC8F;Brazil;Two;AC8;forested;Coarse;Inga;Mix;IngaMix;1.45;46.77;37.61550313;3.627416283;-15.3635546;-21.71555978;15.42842244;0.00016541;5.86;-31.46;-0.125767717;NAIngaMix;MixforestedCoarse
NA;AC8F;Brazil;Two;AC8;forested;Coarse;Miconia;Mix;MiconiaMix;1.94;48.54;29.17867384;3.373438095;1.771520411;19.93321279;32.41777642;0.000559284;1.38;-29.6;-0.198563905;NAMiconiaMix;MixforestedCoarse
NA;AC8F;Brazil;Two;AC8;forested;Coarse;Inga;Mix;IngaMix;1.61;49.85;36.10827938;3.586522185;-26.07670022;-27.68862907;19.48900697;0.000183834;6.36;-31.61;-0.166661815;NAIngaMix;MixforestedCoarse
NA;AC8F;Brazil;Two;AC8;forested;Coarse;Miconia;Mix;MiconiaMix;1.61;42.11;30.50189859;3.417788931;16.99900846;29.27717761;37.53782305;0.000538373;1.19;-30.34;-0.154213069;NAMiconiaMix;MixforestedCoarse
TG4A156;TG4A;Switzerland;North;TG4;non-forested;Fine;Alder;Mix;AlderMix;2.58;47.78;21.59702579;3.07255561;14.59849088;29.93460717;32.01948095;0.003432443;-1.08;-28.9;-0.19933039;TG4A156AlderMix;Mixnon-forestedFine
TG4A156;TG4A;Switzerland;North;TG4;non-forested;Fine;Ash;Mix;AshMix;2.68;45.29;19.70765877;2.98100733;-4.477874795;34.53858422;58.04765055;0.004882347;-1.04;-30.13;-0.49242367;TG4A156AshMix;Mixnon-forestedFine
TG4A157;TG4A;Switzerland;North;TG4;non-forested;Coarse;Alder;Mono;AlderMono;2.69;44.72;19.38728624;2.964617503;21.21993988;41.98004342;71.90252062;0.004671606;-0.72;-28.79;-0.307268497;TG4A157AlderMono;Mononon-forestedCoarse
TG4A158;TG4A;Switzerland;North;TG4;non-forested;Coarse;Alder;Mono;AlderMono;2.78;45.96;19.2798092;2.959058393;13.805651;36.8714819;81.83029228;0.004094453;-0.78;-29;-0.312827607;TG4A158AlderMono;Mononon-forestedCoarse
TG4A159;TG4A;Switzerland;North;TG4;non-forested;Coarse;Alder;Mono;AlderMono;2.95;45.72;18.07389326;2.894468536;9.479600187;37.84984073;81.67321179;0.004199528;-0.65;-29.09;-0.377417464;TG4A159AlderMono;Mononon-forestedCoarse
TG1A15;TG1A;Switzerland;North;TG1;non-forested;Coarse;Alder;Mono;AlderMono;3.2;45.25;16.49058691;2.802789728;11.75109359;44.71726584;95.09048918;0.004432847;0.13;-29.66;-0.469096272;TG1A15AlderMono;Mononon-forestedCoarse
TG4A160;TG4A;Switzerland;North;TG4;non-forested;Coarse;Alder;Mono;AlderMono;2.72;45.61;19.55503852;2.973232978;19.15339974;39.94287936;63.23614458;0.004521811;-0.82;-29.03;-0.298653022;TG4A160AlderMono;Mononon-forestedCoarse
TG4A161;TG4A;Switzerland;North;TG4;non-forested;Coarse;Ash;Mono;AshMono;2.55;43.93;20.09039753;3.000241966;31.55101625;56.27985791;94.35562466;0.008658492;-0.21;-30.03;-0.473189034;TG4A161AshMono;Mononon-forestedCoarse
TG4A162;TG4A;Switzerland;North;TG4;non-forested;Coarse;Ash;Mono;AshMono;2.73;44.24;18.89817989;2.939065615;21.06562549;52.57447137;108.588227;0.007906428;1.2;-30.44;-0.534365385;TG4A162AshMono;Mononon-forestedCoarse
TG4A163;TG4A;Switzerland;North;TG4;non-forested;Coarse;Ash;Mono;AshMono;2.67;42.45;18.54103359;2.919986308;39.11689046;64.11137695;92.04327136;0.010309129;-0.57;-30.47;-0.553444692;TG4A163AshMono;Mononon-forestedCoarse
TG4A164;TG4A;Switzerland;North;TG4;non-forested;Coarse;Ash;Mono;AshMono;2.84;43.9;18.02659442;2.891848135;26.99132034;58.15782882;81.06867148;0.009095858;-0.53;-30.13;-0.581582865;TG4A164AshMono;Mononon-forestedCoarse
TG4A165;TG4A;Switzerland;North;TG4;non-forested;Coarse;Alder;Mix;AlderMix;2.77;46.17;19.43782254;2.967220784;16.1182593;38.0617235;98.03134504;0.004333198;-0.74;-29.45;-0.304665216;TG4A165AlderMix;Mixnon-forestedCoarse
TG4A165;TG4A;Switzerland;North;TG4;non-forested;Coarse;Ash;Mix;AshMix;2.4;41.24;20.03894819;2.997677789;43.51560916;64.01434586;87.2810985;0.009989175;-0.22;-29.71;-0.475753211;TG4A165AshMix;Mixnon-forestedCoarse
TG4A166;TG4A;Switzerland;North;TG4;non-forested;Coarse;Alder;Mix;AlderMix;2.65;44.76;19.69752731;2.980493111;11.09995203;33.47915215;61.66429034;0.00329706;-0.7;-29.15;-0.291392889;TG4A166AlderMix;Mixnon-forestedCoarse
TG4A166;TG4A;Switzerland;North;TG4;non-forested;Coarse;Ash;Mix;AshMix;2.65;42.13;18.54014356;2.919938303;5.822035311;44.48780207;68.33318766;0.005818704;-1.01;-29.96;-0.553492697;TG4A166AshMix;Mixnon-forestedCoarse
TG4A167;TG4A;Switzerland;North;TG4;non-forested;Coarse;Alder;Mix;AlderMix;2.88;46.73;18.92216394;2.94033393;12.05060559;36.78098523;104.0027076;0.004248088;-0.2;-28.69;-0.33155207;TG4A167AlderMix;Mixnon-forestedCoarse
TG4A167;TG4A;Switzerland;North;TG4;non-forested;Coarse;Ash;Mix;AshMix;2.1;41.35;22.96274096;3.133872944;50.61982605;63.95024049;114.9031336;0.00999812;0.15;-29.94;-0.339558056;TG4A167AshMix;Mixnon-forestedCoarse
TG4A168;TG4A;Switzerland;North;TG4;non-forested;Coarse;Alder;Mix;AlderMix;2.59;45.71;20.581592;3.024397084;20.06143123;37.50008852;91.03197057;0.004140527;-0.9;-28.51;-0.247488916;TG4A168AlderMix;Mixnon-forestedCoarse
TG4A168;TG4A;Switzerland;North;TG4;non-forested;Coarse;Ash;Mix;AshMix;2.03;42.08;24.17392669;3.185274643;52.11413069;63.19722162;121.7130545;0.009966011;-0.1;-30.16;-0.288156357;TG4A168AshMix;Mixnon-forestedCoarse
TG4F169;TG4F;Switzerland;North;TG4;forested;Fine;Alder;Mono;AlderMono;2.59;46.88;21.10840151;3.049671137;11.13324466;28.74116148;NA;0.003707467;-1.24;-28.7;-0.222214863;TG4F169AlderMono;MonoforestedFine
TG1A16;TG1A;Switzerland;North;TG1;non-forested;Coarse;Alder;Mono;AlderMono;3.06;46.45;17.70238572;2.873699417;10.76516729;39.99184388;96.03098637;0.003958383;-0.25;-29.18;-0.398186583;TG1A16AlderMono;Mononon-forestedCoarse
TG4F170;TG4F;Switzerland;North;TG4;forested;Fine;Alder;Mono;AlderMono;2.35;44.83;22.2468427;3.102200097;17.86873658;30.59017381;35.59499135;0.003482261;-1.5;-29.01;-0.169685903;TG4F170AlderMono;MonoforestedFine
TG4F171;TG4F;Switzerland;North;TG4;forested;Fine;Alder;Mono;AlderMono;2.55;46.88;21.43951369;3.065235654;13.97019304;29.9338995;46.11802381;0.003913806;-1.44;-28.64;-0.206650346;TG4F171AlderMono;MonoforestedFine
TG4F172;TG4F;Switzerland;North;TG4;forested;Fine;Alder;Mono;AlderMono;2.74;46.55;19.81237913;2.986306951;6.05934892;29.29758228;40.18882986;0.00371694;-1.16;-29.45;-0.285579049;TG4F172AlderMono;MonoforestedFine
TG4F173;TG4F;Switzerland;North;TG4;forested;Fine;Ash;Mono;AshMono;2.53;45.04;20.76086135;3.033069549;4.760988459;37.13827748;49.88732972;0.006325562;-0.75;-30.03;-0.440361451;TG4F173AshMono;MonoforestedFine
TG4F174;TG4F;Switzerland;North;TG4;forested;Fine;Ash;Mono;AshMono;2.29;44.21;22.51399369;3.114137058;13.85379765;38.33841178;68.63151049;0.006333829;-0.89;-30.57;-0.359293942;TG4F174AshMono;MonoforestedFine
TG4F175;TG4F;Switzerland;North;TG4;forested;Fine;Ash;Mono;AshMono;2.3;42.16;21.37668087;3.062300649;12.2662952;40.3743986;91.22462115;0.006163878;-0.45;-29.93;-0.411130351;TG4F175AshMono;MonoforestedFine
TG4F176;TG4F;Switzerland;North;TG4;forested;Fine;Ash;Mono;AshMono;2.15;42.88;23.25861363;3.146675542;19.0065298;40.10923494;81.06068514;0.006316634;-0.71;-30.11;-0.326755458;TG4F176AshMono;MonoforestedFine
TG4F177;TG4F;Switzerland;North;TG4;forested;Fine;Alder;Mix;AlderMix;2.59;46.66;21.00934331;3.044967258;8.268922966;26.78955617;28.85719081;0.003319681;-1.47;-28.86;-0.226918742;TG4F177AlderMix;MixforestedFine
TG4F177;TG4F;Switzerland;North;TG4;forested;Fine;Ash;Mix;AshMix;2.2;42.78;22.67700036;3.121351211;16.62604761;39.8906507;51.17186599;0.00624356;-0.86;-30.76;-0.352079789;TG4F177AshMix;MixforestedFine
TG4F178;TG4F;Switzerland;North;TG4;forested;Fine;Alder;Mix;AlderMix;2.6;45.56;20.43515212;3.017256561;9.702005046;29.90289999;45.72181393;0.003559267;-1.3;-29.31;-0.254629439;TG4F178AlderMix;MixforestedFine
TG4F178;TG4F;Switzerland;North;TG4;forested;Fine;Ash;Mix;AshMix;2.29;44.06;22.43760602;3.110738391;13.23255879;38.10446261;56.85733505;0.006245992;-0.94;-30.01;-0.362692609;TG4F178AshMix;MixforestedFine
TG4F179;TG4F;Switzerland;North;TG4;forested;Fine;Alder;Mix;AlderMix;2.47;44.83;21.16602443;3.052397275;15.45520667;32.02171102;40.38376514;0.003737011;-1.28;-29.49;-0.219488725;TG4F179AlderMix;MixforestedFine
TG4F179;TG4F;Switzerland;North;TG4;forested;Fine;Ash;Mix;AshMix;2.13;43.65;23.89858304;3.17381917;17.67094933;37.44654679;67.67046888;0.006002459;-0.86;-30.24;-0.29961183;TG4F179AshMix;MixforestedFine
TG1A17;TG1A;Switzerland;North;TG1;non-forested;Coarse;Ash;Mono;AshMono;2.97;42.4;16.64856917;2.812324277;21.20933734;58.29600137;97.9397048;0.007369405;0.39;-30.41;-0.661106723;TG1A17AshMono;Mononon-forestedCoarse
TG4F180;TG4F;Switzerland;North;TG4;forested;Fine;Alder;Mix;AlderMix;2.53;47.51;21.89938994;3.08645878;11.72665712;26.5645671;39.27108168;0.003502853;-1.44;-28.9;-0.18542722;TG4F180AlderMix;MixforestedFine
TG4F180;TG4F;Switzerland;North;TG4;forested;Fine;Ash;Mix;AshMix;2.21;44.16;23.30259561;3.148564754;16.48524558;38.12808805;63.53945979;0.006278372;-0.98;-30.1;-0.324866246;TG4F180AshMix;MixforestedFine
TG4F181;TG4F;Switzerland;North;TG4;forested;Coarse;Alder;Mono;AlderMono;2.66;47.39;20.77650915;3.033822981;20.13765098;36.96834232;77.07943876;0.005339403;-1.31;-29.12;-0.238063019;TG4F181AlderMono;MonoforestedCoarse
TG4F182;TG4F;Switzerland;North;TG4;forested;Coarse;Alder;Mono;AlderMono;2.64;47.34;20.9118201;3.040314554;17.20308358;34.22663423;31.6752446;0.004806024;-1.33;-29.46;-0.231571446;TG4F182AlderMono;MonoforestedCoarse
TG4F183;TG4F;Switzerland;North;TG4;forested;Coarse;Alder;Mono;AlderMono;2.51;45.86;21.30727134;3.059048392;20.75961517;35.86154686;54.50817054;0.00472545;-1.18;-29.02;-0.212837608;TG4F183AlderMono;MonoforestedCoarse
TG4F184;TG4F;Switzerland;North;TG4;forested;Coarse;Alder;Mono;AlderMono;2.87;46.9;19.05717199;2.947443513;14.01483256;37.75190516;80.30515159;0.005365264;0.35;-29.49;-0.324442487;TG4F184AlderMono;MonoforestedCoarse
TG4F185;TG4F;Switzerland;North;TG4;forested;Coarse;Ash;Mono;AshMono;2.23;43.03;22.50266685;3.113633829;45.47680733;60.9931124;83.91826913;0.011600809;-1;-30.06;-0.359797171;TG4F185AshMono;MonoforestedCoarse
TG4F186;TG4F;Switzerland;North;TG4;forested;Coarse;Ash;Mono;AshMono;2.37;44.79;22.03942318;3.092832812;37.79588984;56.4141685;56.01605302;0.010734042;-1.02;-29.92;-0.380598188;TG4F186AshMono;MonoforestedCoarse
TG4F187;TG4F;Switzerland;North;TG4;forested;Coarse;Ash;Mono;AshMono;1.89;43.19;26.64949032;3.282770025;62.80881906;68.48952819;72.9241934;0.014255018;-1.17;-30.19;-0.190660975;TG4F187AshMono;MonoforestedCoarse
TG4F188;TG4F;Switzerland;North;TG4;forested;Coarse;Ash;Mono;AshMono;2.65;44.18;19.44228679;2.967450425;23.21929973;52.54025028;74.88313637;0.009525539;-1.08;-30.03;-0.505980575;TG4F188AshMono;MonoforestedCoarse
TG4F189;TG4F;Switzerland;North;TG4;forested;Coarse;Alder;Mix;AlderMix;2.58;46.06;20.81956902;3.035893363;21.45138174;37.87672335;79.71929709;0.005168877;-1.05;-29.8;-0.235992637;TG4F189AlderMix;MixforestedCoarse
TG4F189;TG4F;Switzerland;North;TG4;forested;Coarse;Ash;Mix;AshMix;2.29;42.87;21.83159714;3.08335833;45.17358389;61.94590515;86.33161069;0.011857566;-0.88;-30.24;-0.39007267;TG4F189AshMix;MixforestedCoarse
TG1A18;TG1A;Switzerland;North;TG1;non-forested;Coarse;Ash;Mono;AshMono;3.01;45.33;17.56251592;2.865766854;7.592949051;48.40378174;92.2246602;0.006128741;0.4;-30.52;-0.607664146;TG1A18AshMono;Mononon-forestedCoarse
TG4F190;TG4F;Switzerland;North;TG4;forested;Coarse;Alder;Mix;AlderMix;2.7;47.08;20.33481368;3.012334377;19.86449215;38.09734728;42.32506398;0.005480116;-0.96;-29.63;-0.259551623;TG4F190AlderMix;MixforestedCoarse
TG4F190;TG4F;Switzerland;North;TG4;forested;Coarse;Ash;Mix;AshMix;2.1;44.66;24.80087089;3.210878769;46.08259918;57.48698466;56.75523307;0.011003157;-1.02;-29.7;-0.262552231;TG4F190AshMix;MixforestedCoarse
TG4F191;TG4F;Switzerland;North;TG4;forested;Coarse;Alder;Mix;AlderMix;2.53;47.13;21.7242317;3.078428306;18.28057658;32.56058583;63.45625546;0.004445896;-1.19;-28.31;-0.193457694;TG4F191AlderMix;MixforestedCoarse
TG4F191;TG4F;Switzerland;North;TG4;forested;Coarse;Ash;Mix;AshMix;2.6;44.64;20.02250199;2.99685674;23.50966132;51.30874605;84.88027199;0.009339008;-0.79;-29.95;-0.47657426;TG4F191AshMix;MixforestedCoarse
TG4F192;TG4F;Switzerland;North;TG4;forested;Coarse;Alder;Mix;AlderMix;2.6;46.32;20.77603701;3.033800256;17.58566675;34.95565736;54.04873855;0.004676008;-1.37;-29.39;-0.238085744;TG4F192AlderMix;MixforestedCoarse
TG4F192;TG4F;Switzerland;North;TG4;forested;Coarse;Ash;Mix;AshMix;2.21;43.47;22.93849255;3.132816397;40.67335172;56.73460063;77.09400315;0.010458573;-1.06;-29.87;-0.340614603;TG4F192AshMix;MixforestedCoarse
TI1A193;TI1A;Switzerland;South;TI1;non-forested;Fine;Alder;Mono;AlderMono;2.9;42.09;16.92577001;2.828837313;15.1854478;45.46656202;107.8893676;0.00362477;-1.42;-29.55;-0.443048687;TI1A193AlderMono;Mononon-forestedFine
TI1A194;TI1A;Switzerland;South;TI1;non-forested;Fine;Alder;Mono;AlderMono;3.09;44.34;16.73419082;2.817453981;14.38460037;45.57471972;92.65280625;0.004048002;-1.45;-29.93;-0.454432019;TI1A194AlderMono;Mononon-forestedFine
TI1A195;TI1A;Switzerland;South;TI1;non-forested;Fine;Alder;Mono;AlderMono;3.07;41.99;15.9505259;2.769491801;7.930290007;44.21263473;112.0057431;0.003428177;-1.43;-30;-0.502394199;TI1A195AlderMono;Mononon-forestedFine
TI1A196;TI1A;Switzerland;South;TI1;non-forested;Fine;Alder;Mono;AlderMono;2.72;41.68;17.87007247;2.883127385;22.1610606;47.15945446;86.36576397;0.003795014;-1.39;-29.84;-0.388758615;TI1A196AlderMono;Mononon-forestedFine
TI1A197;TI1A;Switzerland;South;TI1;non-forested;Fine;Ash;Mono;AshMono;3.16;44.7;16.49635325;2.803139341;24.20006014;60.24581642;92.15298831;0.007578969;-1.77;-30.71;-0.670291659;TI1A197AshMono;Mononon-forestedFine
TI1A198;TI1A;Switzerland;South;TI1;non-forested;Fine;Ash;Mono;AshMono;3.13;44.98;16.75878854;2.818922809;23.44263853;59.20982129;120.6647133;0.007426454;-1.73;-31.24;-0.654508191;TI1A198AshMono;Mononon-forestedFine
TI1A199;TI1A;Switzerland;South;TI1;non-forested;Fine;Ash;Mono;AshMono;2.84;43.68;17.93625613;2.886824147;43.0541017;67.52715982;80.52978859;0.008982073;-1.45;-30.49;-0.586606853;TI1A199AshMono;Mononon-forestedFine
TG1A19;TG1A;Switzerland;North;TG1;non-forested;Coarse;Ash;Mono;AshMono;2.47;37.76;17.82799649;2.880770058;37.64030496;64.65462837;108.4389289;0.007790221;0.28;-29.85;-0.592660942;TG1A19AshMono;Mononon-forestedCoarse
TG1A1;TG1A;Switzerland;North;TG1;non-forested;Fine;Alder;Mono;AlderMono;3.25;45.65;16.38041605;2.796086478;3.607979209;40.01949988;59.02682217;0.003814701;-0.36;-29.9;-0.475799522;TG1A1AlderMono;Mononon-forestedFine
TI1A200;TI1A;Switzerland;South;TI1;non-forested;Fine;Ash;Mono;AshMono;2.91;41.94;16.80749322;2.821824812;25.55422012;60.21960801;94.37198979;0.007074866;-1.59;-31.09;-0.651606188;TI1A200AshMono;Mononon-forestedFine
TI1A201;TI1A;Switzerland;South;TI1;non-forested;Fine;Alder;Mix;AlderMix;2.84;43.36;17.80485499;2.879471172;5.848946223;36.31931955;113.3092769;0.002643533;-1.69;-29.34;-0.392414828;TI1A201AlderMix;Mixnon-forestedFine
TI1A201;TI1A;Switzerland;South;TI1;non-forested;Fine;Ash;Mix;AshMix;2.78;43.81;18.37790341;2.911149042;20.43206345;53.50994177;125.6145711;0.006196166;-1.53;-30.16;-0.562281958;TI1A201AshMix;Mixnon-forestedFine
TI1A202;TI1A;Switzerland;South;TI1;non-forested;Fine;Alder;Mix;AlderMix;3.14;44.15;16.39715747;2.797107995;-0.637419567;37.31377328;121.1603402;0.002908101;-1.66;-29.53;-0.474778005;TI1A202AlderMix;Mixnon-forestedFine
TI1A202;TI1A;Switzerland;South;TI1;non-forested;Fine;Ash;Mix;AshMix;2.93;43.21;17.19824587;2.844807394;32.03587662;62.83878518;94.61160413;0.007841603;-1.52;-30.64;-0.628623606;TI1A202AshMix;Mixnon-forestedFine
TI1A203;TI1A;Switzerland;South;TI1;non-forested;Fine;Alder;Mix;AlderMix;2.99;41.84;16.31879155;2.7923173;2.164584333;39.35036958;82.98166366;0.002745955;-1.56;-29.48;-0.4795687;TI1A203AlderMix;Mixnon-forestedFine
TI1A203;TI1A;Switzerland;South;TI1;non-forested;Fine;Ash;Mix;AshMix;2.55;37.08;16.95770409;2.830722249;16.14396731;54.79074046;83.34904168;0.005109181;-1.48;-30.67;-0.642708751;TI1A203AshMix;Mixnon-forestedFine
TI1A204;TI1A;Switzerland;South;TI1;non-forested;Fine;Alder;Mix;AlderMix;2.99;44.97;17.53958069;2.864460081;9.109742875;39.44073327;117.5023204;0.003322405;-1.62;-29.18;-0.407425919;TI1A204AlderMix;Mixnon-forestedFine
TI1A204;TI1A;Switzerland;South;TI1;non-forested;Fine;Ash;Mix;AshMix;2.85;44.75;18.31115282;2.907510318;32.92667911;60.9526535;99.80843491;0.007728168;-1.74;-30.67;-0.565920682;TI1A204AshMix;Mixnon-forestedFine
TI1A205;TI1A;Switzerland;South;TI1;non-forested;Coarse;Alder;Mono;AlderMono;3.19;45.87;16.76893821;2.819528259;11.41298396;43.56874525;165.300698;0.004030229;-1.62;-29.87;-0.452357741;TI1A205AlderMono;Mononon-forestedCoarse
TI1A206;TI1A;Switzerland;South;TI1;non-forested;Coarse;Alder;Mono;AlderMono;3.07;44.14;16.76723537;2.819426707;15.06188411;45.89864365;157.6846239;0.004059343;-1.74;-29.35;-0.452459293;TI1A206AlderMono;Mononon-forestedCoarse
NA;SL3A;Brazil;One;SL3;non-forested;Fine;Miconia;Mono;MiconiaMono;2.54;42.75;19.62772253;2.976942982;-22.30318111;32.94099677;32.78269476;0.000507997;1.95;-29.94;-0.595059018;NAMiconiaMono;Mononon-forestedFine
NA;SL3A;Brazil;One;SL3;non-forested;Fine;Miconia;Mono;MiconiaMono;2.15;36.97;20.05296049;2.998376798;4.054002897;46.25293056;23.20431503;0.000580591;1.82;-30.18;-0.573625202;NAMiconiaMono;Mononon-forestedFine
NA;SL3A;Brazil;One;SL3;non-forested;Fine;Miconia;Mono;MiconiaMono;2.57;39.97;18.1371286;2.897961141;15.13944262;57.00441691;29.49773996;0.000868226;2.42;-29.63;-0.674040859;NAMiconiaMono;Mononon-forestedFine
NA;SL3A;Brazil;One;SL3;non-forested;Fine;Miconia;Mono;MiconiaMono;2.72;42.95;18.41457804;2.913142636;-26.61377049;34.86834042;17.79847104;0.000540301;1.84;-29.32;-0.658859364;NAMiconiaMono;Mononon-forestedFine
NA;SL3A;Brazil;One;SL3;non-forested;Fine;Inga;Mono;IngaMono;1.56;44.68;33.40073883;3.50857802;-15.60029358;-8.299289417;27.6945293;0.000203913;5.63;-31.83;-0.24460598;NAIngaMono;Mononon-forestedFine
NA;SL3A;Brazil;One;SL3;non-forested;Fine;Inga;Mono;IngaMono;1.51;44.91;34.68435441;3.546288704;-2.232841483;0.543162944;31.22931528;0.000290151;4.97;-31.72;-0.206895296;NAIngaMono;Mononon-forestedFine
NA;SL3A;Brazil;One;SL3;non-forested;Fine;Inga;Mono;IngaMono;1.63;45.52;32.56733012;3.483309642;-22.48599952;-11.88689028;32.24409318;0.000190578;6.25;-31.59;-0.269874358;NAIngaMono;Mononon-forestedFine
NA;SL3A;Brazil;One;SL3;non-forested;Fine;Inga;Mono;IngaMono;1.73;45.21;30.4758559;3.41693476;-31.19959184;-12.14992613;27.39421942;0.000181811;6.49;-32.55;-0.33624924;NAIngaMono;Mononon-forestedFine
NA;SL3A;Brazil;One;SL3;non-forested;Fine;Inga;Mix;IngaMix;1.67;47.07;32.86966173;3.492550096;-25.63302752;-15.82695967;22.14938126;0.000189504;5.21;-31.58;-0.260633904;NAIngaMix;Mixnon-forestedFine
NA;SL3A;Brazil;One;SL3;non-forested;Fine;Miconia;Mix;MiconiaMix;2.07;44.72;25.19410627;3.226610089;21.18929908;44.53314044;39.26580862;0.000732249;2.05;-28.51;-0.345391911;NAMiconiaMix;Mixnon-forestedFine
NA;SL3A;Brazil;One;SL3;non-forested;Fine;Inga;Mix;IngaMix;1.64;46.59;33.12961354;3.500427551;-26.86678899;-17.88944262;23.6243217;0.000162862;5.01;-31.82;-0.252756449;NAIngaMix;Mixnon-forestedFine
NA;SL3A;Brazil;One;SL3;non-forested;Fine;Miconia;Mix;MiconiaMix;2.94;53.36;21.16586384;3.052389688;-33.74590164;20.92013641;36.98072985;0.000562243;2.24;-29.47;-0.519612312;NAMiconiaMix;Mixnon-forestedFine
NA;SL3A;Brazil;One;SL3;non-forested;Fine;Inga;Mix;IngaMix;1.48;43.51;34.28426753;3.534686576;-8.14781242;-3.997574612;26.38389805;0.000217278;6.32;-31.53;-0.218497424;NAIngaMix;Mixnon-forestedFine
NA;SL3A;Brazil;One;SL3;non-forested;Fine;Miconia;Mix;MiconiaMix;2.64;40.03;17.6827241;2.872588123;-35.1898635;33.22056644;39.69365893;0.00044921;2.86;-29.33;-0.699413877;NAMiconiaMix;Mixnon-forestedFine
NA;SL3A;Brazil;One;SL3;non-forested;Fine;Inga;Mix;IngaMix;1.68;45.29;31.43840804;3.448030332;-26.20399352;-11.28695015;21.84224675;0.000190875;6.05;-31.92;-0.305153668;NAIngaMix;Mixnon-forestedFine
NA;SL3A;Brazil;One;SL3;non-forested;Fine;Miconia;Mix;MiconiaMix;2.47;35.68;16.84594583;2.824110024;-8.57160171;48.90703862;39.88037507;0.000595035;2.99;-28.75;-0.747891976;NAMiconiaMix;Mixnon-forestedFine
NA;SL3F;Brazil;One;SL3;forested;Fine;Miconia;Mono;MiconiaMono;2.1;36.94;20.51375214;3.021095497;9.525086935;48.1531102;20.14708089;0.000604884;1.54;-28.92;-0.550906503;NAMiconiaMono;MonoforestedFine
NA;SL3F;Brazil;One;SL3;forested;Fine;Miconia;Mono;MiconiaMono;2.69;43.25;18.7500029;2.931193907;-26.3978012;33.79507636;17.13867507;0.000523293;1.78;-28.89;-0.640808093;NAMiconiaMono;MonoforestedFine
NA;SL3F;Brazil;One;SL3;forested;Fine;Miconia;Mono;MiconiaMono;1.83;36.57;23.30458524;3.148650133;8.431;40.38723306;24.34901862;0.000464153;0.92;-29.68;-0.423351867;NAMiconiaMono;MonoforestedFine
NA;SL3F;Brazil;One;SL3;forested;Fine;Miconia;Mono;MiconiaMono;2.66;47.1;20.64936866;3.027684746;-24.49715825;28.18492025;19.92432637;0.000526994;1.64;-29.05;-0.544317254;NAMiconiaMono;MonoforestedFine
